1_2_1_8,1_2_2_8,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_3_2_5,1_3_2_5,1_3_2_5,1_3_2_5,1_3_2_5,1_3_2_5,1_3_2_5,1_3_2_5,1_3_2_5,1_3_2_5,1_3_2_5,1_3_2_5,1_3_2_6,1_3_1_6,1_3_1_6,1_3_1_6,1_3_1_6,1_3_1_7,1_3_1_7,1_3_1_7,1_3_1_8,1_3_1_8,1_3_1_9,1_3_1_9,1_3_1_10,1_3_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_3,1_2_1_3,1_2_1_3,1_2_1_3,1_2_1_3,1_2_1_3,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_1,1_2_1_1,1_2_1_1,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_3,1_2_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_10,1_2_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_3,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_1,1_2_1_2,1_2_1_2,1_2_1_3,1_2_1_3,1_2_1_4,1_2_1_5,1_2_1_5,1_2_1_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_2_6,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_8,1_2_1_8,1_2_1_9,1_2_1_9,1_2_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_9,1_2_1_9,1_2_1_9,1_2_2_9,1_2_2_9,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_6,1_2_2_6,1_2_2_6,1_2_1_6,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_3,1_2_1_3,1_2_1_3,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_3,1_2_1_3,1_2_1_4,1_2_1_4,1_2_1_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_10,1_2_2_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_1_9,1_2_1_8,1_2_1_8,1_2_1_7,1_2_1_7,1_2_1_6,1_2_1_5,1_2_1_5,1_2_1_4,1_2_1_3,1_2_1_3,1_2_1_2,1_2_1_2,1_2_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_8,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_3_1_5,1_3_1_5,1_3_1_5,1_3_1_5,1_3_1_5,1_3_1_5,1_3_1_5,1_3_1_5,1_3_1_5,1_3_1_6,1_3_1_6,1_3_1_6,1_3_1_6,1_3_1_7,1_3_1_7,1_3_1_7,1_3_1_8,1_3_1_8,1_3_1_9,1_3_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_3_2_8,1_3_2_8,1_3_2_8,1_3_2_8,1_3_2_8,1_3_2_8,1_3_2_8,1_3_2_10,1_3_2_10,1_3_2_10,1_3_2_9,1_3_2_8,1_3_2_8,1_3_2_7,1_3_2_6,1_3_2_5,1_3_2_5,1_3_2_4,1_3_2_3,1_2_2_3,1_2_2_3,1_2_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_6,1_2_1_6,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_5,1_3_2_5,1_3_2_5,1_3_2_5,1_3_2_6,1_3_2_6,1_3_2_6,1_3_2_7,1_3_2_7,1_3_2_8,1_3_2_8,1_3_2_9,1_3_2_9,1_3_2_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_7,1_2_1_7,1_2_1_6,1_2_1_6,1_2_1_5,1_2_1_5,1_2_1_5,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_3,1_2_2_3,1_2_2_3,1_2_2_3,1_2_2_2,1_2_2_2,1_2_2_2,1_2_1_1,1_2_1_1,1_2_1_1,1_2_1_1,1_2_1_2,1_2_1_2,1_2_1_3,1_2_1_3,1_2_1_4,1_2_1_5,1_2_1_5,1_2_1_6,1_2_1_6,1_2_1_7,1_2_1_8,1_2_1_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_6,1_2_1_6,1_2_1_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_1_2_6,1_1_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_8,1_2_2_8,1_2_1_8,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_7,1_2_1_7,1_2_1_6,1_2_1_6,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_3,1_2_1_3,1_2_1_3,1_2_1_3,1_2_1_2,1_2_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_2_5,1_2_2_6,1_2_2_6,1_2_2_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_7,1_2_1_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_8,1_2_1_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_1_8,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_1_1_6,1_1_1_6,1_1_1_6,1_1_1_5,1_1_1_5,1_1_1_5,1_1_1_4,1_1_1_4,1_1_1_3,1_1_1_3,1_1_1_3,1_1_1_2,1_1_1_2,1_1_1_1,1_1_1_1,1_1_1_1,1_1_1_1,1_1_1_1,1_1_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_7,1_2_1_7,1_2_2_7,1_1_2_8,1_1_2_8,1_1_2_8,1_1_2_9,1_1_2_9,1_1_2_10,1_1_2_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_2_10,1_2_2_10,1_2_2_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_3_2_8,1_3_2_8,1_3_2_8,1_3_2_8,1_3_2_8,1_3_2_8,1_3_2_10,1_3_2_10,1_3_2_10,1_3_2_9,1_3_1_8,1_3_1_7,1_3_1_6,1_3_1_6,1_3_1_5,1_3_1_4,1_3_1_3,1_3_1_3,1_3_1_3,1_2_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_6,1_2_1_6,1_2_2_6,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_3_2_6,1_3_2_6,1_3_2_7,1_3_2_7,1_3_2_8,1_3_2_8,1_3_2_9,1_3_2_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_10,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_9,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_1_2_8,1_1_2_7,1_1_2_7,1_1_2_7,1_1_2_7,1_1_2_7,1_1_2_7,1_1_2_6,1_1_2_6,1_1_2_5,1_1_2_5,1_1_2_4,1_1_2_4,1_1_2_3,1_1_2_3,1_1_2_2,1_1_2_2,1_1_2_2,1_1_2_2,1_1_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_7,1_2_2_7,1_1_2_7,1_1_2_7,1_1_2_7,1_1_2_8,1_1_2_8,1_1_2_8,1_1_2_9,1_1_2_9,1_1_2_10,1_1_2_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_2_10,1_2_2_9,1_2_2_9,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_3,1_2_2_3,1_2_2_3,1_2_1_3,1_2_1_3,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_1,1_2_1_1,1_2_1_1,1_2_1_1,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_3,1_2_1_3,1_2_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_7,1_2_1_7,1_2_1_7,1_2_2_7,1_2_2_7,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_6,1_2_2_6,1_2_2_5,1_2_2_5,1_2_2_4,1_2_2_4,1_2_2_4,1_2_2_3,1_2_2_3,1_2_2_2,1_2_2_2,1_2_2_2,1_2_1_1,1_2_1_1,1_2_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_8,1_2_1_8,1_2_2_9,1_2_2_9,1_2_2_10,1_2_2_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_9,1_2_1_9,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_7,1_2_1_7,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_1_1_4,1_1_1_4,1_1_1_4,1_1_1_4,1_1_1_4,1_1_1_4,1_1_1_4,1_1_1_4,1_1_1_4,1_1_1_4,1_1_1_3,1_1_1_3,1_1_1_3,1_1_1_2,1_1_1_2,1_1_1_2,1_1_1_1,1_1_1_2,1_1_1_2,1_1_1_2,1_1_1_3,1_1_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_2_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_6,1_1_1_6,1_1_1_6,1_1_1_6,1_1_1_6,1_1_1_6,1_1_1_6,1_1_1_6,1_1_1_6,1_1_1_6,1_1_1_6,1_1_1_6,1_1_1_7,1_1_1_7,1_1_1_7,1_1_1_8,1_1_1_8,1_1_1_9,1_1_1_9,1_1_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_2_10,1_2_2_10,1_2_2_9,1_2_2_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_2_8,1_2_2_8,1_2_2_8,1_2_2_7,1_2_2_7,1_2_1_7,1_2_1_7,1_2_1_6,1_2_1_6,1_2_1_6,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_3,1_2_1_3,1_2_1_3,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_1,1_2_1_1,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_2,1_2_1_3,1_2_1_3,1_2_1_3,1_2_1_3,1_2_1_4,1_2_1_4,1_2_1_4,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_1_6,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_2_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_5,1_2_1_6,1_2_2_6,1_2_2_6,1_2_2_6,1_2_2_7,1_2_2_7,1_2_2_7,1_2_2_7,1_2_1_7,1_2_1_7,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_8,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_9,1_2_1_10,1_2_1_10,1_2_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_10,1_2_1_9,1_2_1_9,1_2_1_8,1_2_1_8,1_2_1_7,1_2_1_7,1_2_1_7,1_2_1_6,1_3_1_6,1_3_2_6,1_3_2_6,1_3_2_6,1_3_2_5,1_3_2_5,1_3_2_5,1_3_2_5,1_3_1_4,1_3_1_4,1_3_1_4,1_3_1_3,1_3_1_3,1_3_1_2,1_3_1_2,1_3_1_1,1_3_1_1,1_2_1_1,1_2_1_2,1_2_1_3,1_2_1_3,1_2_1_4,1_2_1_4,1_2_1_5,1_2_1_6,1_2_1_6,1_2_1_7,1_2_1_8,1_2_1_8,1_2_1_9,1_2_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
