Conflict,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11
1_2288_2408,0.0,0.0,0.0,0.0,0.7263628840446472,0.0,0.0,0.0,0.27194562554359436,0.0,0.0,0.0
1_2288_2416,0.0,0.0,0.0,0.8356940746307373,0.162859246134758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2288_2431,0.0,0.0,0.0,0.413299024105072,0.5848532319068909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2305_2374,0.11069619655609131,0.0,0.0,0.0,0.0,0.0,0.11757451295852661,0.37348663806915283,0.0,0.10358705371618271,0.0823051705956459,0.21164551377296448
2_2305_2385,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.9647436141967773,0.0032051282469183207
2_2305_2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9901079535484314,0.0,0.0
1_2305_2416,0.0,0.0,0.07419739663600922,0.5856859087944031,0.08992592990398407,0.0,0.0,0.0,0.2491922825574875,0.0,0.0,0.0
2_2310_2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3238143026828766,0.5472181439399719,0.12780047953128815
2_2310_2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9939293265342712,0.0
2_2310_2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8853748440742493,0.0,0.11093786358833313,0.0,0.0
2_2310_2397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190864443778992,0.0,0.37829023599624634,0.0,0.0
1_2310_2416,0.0,0.0,0.18081995844841003,0.0,0.2605029344558716,0.0,0.0,0.0,0.5576072335243225,0.0,0.0,0.0
1_2310_2431,0.0,0.0,0.0,0.0,0.0,0.0,0.996867835521698,0.0,0.0,0.0,0.0,0.0
1_2310_2439,0.0,0.0,0.0,0.0,0.991615891456604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2317_2374,0.27406051754951477,0.0,0.17758920788764954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3907356858253479,0.15604963898658752
2_2317_2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11086961627006531,0.0,0.0,0.4786359965801239,0.40800270438194275
2_2317_2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9939293265342712,0.0,0.0
2_2317_2397,0.38730305433273315,0.0,0.06929352134466171,0.0,0.0,0.0,0.0,0.3493873178958893,0.0,0.07729952782392502,0.0,0.11488025635480881
1_2317_2416,0.0,0.0,0.0,0.0,0.1160711944103241,0.0,0.0,0.0,0.8816096782684326,0.0,0.0,0.0
1_2317_2431,0.0,0.0,0.16830582916736603,0.0,0.362833172082901,0.0,0.0,0.0,0.46783968806266785,0.0,0.0,0.0
2_2324_2374,0.33291688561439514,0.0,0.0,0.0,0.0,0.0,0.0,0.2772892117500305,0.0,0.3093241751194,0.0,0.07956185936927795
2_2324_2385,0.3127043545246124,0.0,0.0,0.0,0.0,0.0,0.0,0.41196027398109436,0.0,0.1733776032924652,0.0,0.0999637320637703
2_2324_2392,0.0089285708963871,0.0089285708963871,0.0089285708963871,0.0089285708963871,0.0089285708963871,0.0089285708963871,0.0089285708963871,0.0089285708963871,0.0089285708963871,0.9017857313156128,0.0089285708963871,0.0089285708963871
2_2324_2397,0.350909948348999,0.0,0.0,0.0,0.0,0.0,0.0,0.15909643471240997,0.0,0.0,0.281460165977478,0.20611795783042908
1_2324_2408,0.0,0.0,0.0,0.0,0.9977140426635742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2324_2416,0.0,0.0,0.0,0.4471825957298279,0.43732523918151855,0.0,0.0,0.0,0.11439615488052368,0.0,0.0,0.0
1_2324_2431,0.0,0.0,0.0,0.07586970180273056,0.41691479086875916,0.0,0.0,0.0,0.5061060786247253,0.0,0.0,0.0
2_2331_2374,0.8973864316940308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10105393826961517,0.0,0.0
2_2331_2385,0.5805625915527344,0.0,0.0,0.0,0.0,0.0,0.0,0.32423990964889526,0.0,0.09359380602836609,0.0,0.0
2_2331_2397,0.3538571894168854,0.0,0.0,0.0,0.0,0.0,0.0,0.3448221683502197,0.0,0.29842859506607056,0.0,0.0
1_2331_2408,0.0,0.043547455221414566,0.0,0.0,0.5349320769309998,0.0,0.0,0.0,0.42021843791007996,0.0,0.0,0.0
1_2331_2416,0.0,0.0,0.0,0.644519567489624,0.32784828543663025,0.0,0.0,0.0,0.02644985169172287,0.0,0.0,0.0
1_2331_2431,0.0,0.0,0.0,0.5083128213882446,0.4902811050415039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_8735_8856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991615891456604,0.0,0.0
2_8787_8856,0.3876578211784363,0.0,0.0,0.0,0.0,0.0,0.0,0.31749287247657776,0.0,0.291957288980484,0.0,0.0
1_8787_2096,0.0,0.0,0.0,0.17159400880336761,0.8194131851196289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_8810_8856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7908633351325989,0.0,0.20558048784732819,0.0,0.0
1_8927_8991,0.0016339868307113647,0.0016339868307113647,0.0016339868307113647,0.0016339868307113647,0.4921831488609314,0.0016339868307113647,0.0016339868307113647,0.0016339868307113647,0.49147695302963257,0.0016339868307113647,0.0016339868307113647,0.0016339868307113647
1_9044_9138,0.0,0.0,0.1592322289943695,0.1672346591949463,0.1993360072374344,0.0,0.0,0.0,0.47238385677337646,0.0,0.0,0.0
1_9097_9138,0.0,0.0,0.0,0.0,0.0,0.0,0.2439131736755371,0.0,0.7519408464431763,0.0,0.0,0.0
1_9111_9138,0.0,0.0,0.0,0.0,0.5112550854682922,0.0,0.0,0.0,0.4858975112438202,0.0,0.0,0.0
1_9219_9456,0.0019531247671693563,0.978515625,0.0019531247671693563,0.0019531247671693563,0.0019531247671693563,0.0019531247671693563,0.0019531247671693563,0.0019531247671693563,0.0019531247671693563,0.0019531247671693563,0.0019531247671693563,0.0019531247671693563
1_9228_9456,0.0016339869471266866,0.6552276611328125,0.0016339869471266866,0.0016339869471266866,0.0016339869471266866,0.0016339869471266866,0.32843250036239624,0.0016339869471266866,0.0016339869471266866,0.0016339869471266866,0.0016339869471266866,0.0016339869471266866
1_9244_9456,0.0,0.46362221240997314,0.0,0.0,0.0,0.0,0.5297639966011047,0.0,0.0,0.0,0.0,0.0
1_9253_9456,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907,0.9733009338378906,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907
1_9271_9456,0.001953125,0.19726085662841797,0.001953125,0.001953125,0.001953125,0.001953125,0.7832079529762268,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125
1_9372_9456,0.0016339868307113647,0.0016339868307113647,0.0016339868307113647,0.0016339868307113647,0.9820261001586914,0.0016339868307113647,0.0016339868307113647,0.0016339868307113647,0.0016339868307113647,0.0016339868307113647,0.0016339868307113647,0.0016339868307113647
2_9411_9491,0.6408413052558899,0.0,0.0,0.0,0.0,0.0,0.0,0.3574380874633789,0.0,0.0,0.0,0.0
2_9411_9502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9935747385025024,0.0,0.0
1_9411_9456,0.0,0.7629877328872681,0.11755380034446716,0.0,0.0,0.0,0.0,0.0,0.1160128116607666,0.0,0.0,0.0
2_9879_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13770532608032227,0.0,0.0,0.0,0.8588606119155884
1_9879_2,0.0,0.0,0.0,0.3704086244106293,0.0,0.0,0.0,0.0,0.6267439723014832,0.0,0.0,0.0
2_9899_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35860559344291687,0.0,0.16591493785381317,0.0,0.4739571511745453
1_9899_2,0.0,0.0,0.4056110978126526,0.0949074998497963,0.2717364430427551,0.0,0.0,0.0,0.2260824739933014,0.0,0.0,0.0
1_9899_94,0.0,0.0,0.0,0.5027253031730652,0.21914534270763397,0.0,0.0,0.0,0.2750386893749237,0.0,0.0,0.0
2_9910_49,0.24180877208709717,0.0,0.0,0.0,0.0,0.0,0.0,0.7569273710250854,0.0,0.0,0.0,0.0
1_9910_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977140426635742,0.0,0.0,0.0
1_9910_94,0.0,0.0,0.0,0.5699056386947632,0.42792609333992004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_140_281,0.0,0.0,0.0,0.0,0.9945327639579773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_160_2,0.0,0.0,0.0,0.43115130066871643,0.5666323900222778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_301_953,0.0,0.0,0.0,0.0,0.0,0.0,0.11359509825706482,0.5447781682014465,0.0,0.0,0.0,0.34060540795326233
2_301_977,0.232098788022995,0.0,0.2080216258764267,0.0,0.0,0.0,0.0,0.36006608605384827,0.0,0.19815099239349365,0.0,0.0
1_301_1006,0.0,0.0,0.25083181262016296,0.0,0.5035502910614014,0.0,0.0,0.0,0.24459657073020935,0.0,0.0,0.0
1_301_1033,0.0,0.0,0.28644007444381714,0.3826077878475189,0.13680709898471832,0.0,0.0,0.0,0.1928143948316574,0.0,0.0,0.0
2_314_953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08071961253881454,0.9178937673568726
2_314_977,0.0,0.0,0.3712225556373596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19832821190357208,0.4285789132118225
1_314_1006,0.0,0.0,0.10255799442529678,0.0,0.0,0.0,0.0,0.0,0.8963071703910828,0.0,0.0,0.0
1_314_1033,0.0,0.0,0.0,0.27526843547821045,0.4227747619152069,0.0,0.0,0.0,0.3006356656551361,0.0,0.0,0.0
1_1122_1177,0.0,0.0,0.0,0.0,0.5507825613021851,0.0,0.0,0.0,0.4465941786766052,0.0,0.0,0.0
1_1138_1177,0.0,0.0,0.0,0.6513395309448242,0.3471924960613251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1871_2179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4730030596256256,0.0,0.10083045810461044,0.4246441721916199,0.0
1_1871_2096,0.0,0.0,0.0,0.0,0.0,0.0,0.04826420918107033,0.0,0.9491125345230103,0.0,0.0,0.0
1_2326_9138,0.0,0.0,0.4501189589500427,0.0,0.0,0.0,0.0,0.0,0.5461937189102173,0.0,0.0,0.0
2_2434_9502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10232245922088623,0.896165132522583,0.0
2_4212_9502,0.0,0.0,0.0,0.0,0.0,0.0,0.15597757697105408,0.0,0.0,0.7158735990524292,0.1253468245267868,0.0
1_7314_7443,0.0,0.0,0.0,0.444039911031723,0.554003894329071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_7427_7443,0.0,0.0,0.0,0.0,0.4453856945037842,0.0,0.0,0.0,0.5528324246406555,0.0,0.0,0.0
2_8405_8712,0.0,0.0,0.0,0.0,0.0,0.0,0.4888029396533966,0.0,0.0,0.20364196598529816,0.20832939445972443,0.09759704768657684
2_8405_8770,0.0,0.0,0.0,0.0,0.0,0.0,0.1331341415643692,0.33207690715789795,0.0,0.0,0.33989790081977844,0.1922350376844406
2_8405_8776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4522910714149475,0.5431881546974182,0.0
1_8405_8689,0.0,0.808318555355072,0.0,0.0,0.0,0.0,0.0,0.0,0.18912526965141296,0.0,0.0,0.0
2_8417_8712,0.0,0.0,0.3716459572315216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6272192001342773
2_8417_8770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997114360332489
2_8417_8776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960881471633911
