Conflict,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,cluster,pet_max,pet_min,pet_mean,pet_std,dist_max,dist_std,dist_mean,dist_min,vel_max,vel_mean,vel_min,vel_std
2_1361_2385,0.34797146916389465,0.0,0.4311822950839996,0.0,0.0,0.0,0.0,0.21880631148815155,0.0,0.0,0.0,0.0,1,9.8770879900586,4.5979473706675895,6.49398481646384,1.6384294197532976,19.5456037590997,3.0304744863965962,13.206363588517648,10.118111417781401,2.30492365238069,2.046791926563251,1.9553292569607497,0.07861430023240594
2_1361_2392,0.0019531246507540343,0.0019531246507540343,0.0019531246507540343,0.0019531246507540343,0.0019531246507540343,0.0019531246507540343,0.0019531246507540343,0.0019531246507540343,0.0019531246507540343,0.0019531246507540343,0.978515625,0.0019531246507540343,2,9.86415633390622,9.128863715136461,9.456745942930473,0.2915657515412509,17.1161648084641,0.4004951623143263,16.575395937654342,16.107065572381803,1.87495019561788,1.755100055037084,1.63288831068267,0.09556467582401398
2_1361_2397,0.0,0.0,0.6701546311378479,0.0,0.0,0.2150742709636688,0.0,0.0,0.0,0.0,0.11168043315410614,0.0,1,9.42191219084785,0.85672482560536,3.618609658468177,2.388719118476951,10.3204471760085,2.692364535594502,5.011490259821616,1.22689226439707,1.93799947088648,1.4755427160695407,1.09536652082509,0.30696288777694847
1_1361_2408,0.0,0.09760261327028276,0.0,0.0,0.0,0.0,0.07765721529722214,0.0,0.2454632371664047,0.5762141942977905,0.0,0.0,0,9.962307623785241,7.643194663576501,8.500531840412746,0.7522305187497512,21.076389441764604,0.4560065942802003,20.026593012147035,19.5972715839426,2.58104777046598,2.3700479753571604,2.0588755950426,0.17075082005323067
1_1361_2416,0.0,0.0,0.0,0.0,0.0,0.0,0.6015230417251587,0.0,0.3972592353820801,0.0,0.0,0.0,3,9.72631572993456,3.41099172613435,5.836567780905483,1.8439414976183082,23.772216949887294,5.340852152351105,12.257979823982176,6.56737636190196,2.58104777046598,2.036982975951071,1.57707180199547,0.2684726447918088
1_1361_2431,0.0,0.022410180419683456,0.0,0.0,0.0,0.0,0.0566851943731308,0.0,0.3902949094772339,0.3617541790008545,0.0,0.16789820790290833,0,9.995085552432313,3.13423723934822,5.155382112834967,1.8447007038086065,12.683365982500598,2.4090920499044213,7.919551280917337,4.799522172283,1.93799947088648,1.5622496237348573,1.1427671781048798,0.19697768305108757
2_1368_2374,0.0,0.0,0.0,0.0,0.5206539630889893,0.0,0.0,0.4105387330055237,0.0,0.0,0.0,0.06759309768676758,1,9.997701051081881,0.596180447143522,4.381257308291234,2.7336874056498264,21.3769285691214,6.219556175997949,9.128667310463571,1.28275585672966,2.2917005575156097,2.0364327013475636,1.5802567844936397,0.21742513838933625
2_1368_2385,0.0,0.0,0.5187264680862427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4793548583984375,0.0,1,9.83849368088898,3.2547721087364603,6.127647617427916,2.386125703075852,22.5286973672637,4.9272105644656605,12.952431084716672,7.13718700388092,2.28985229832745,2.128834132057132,1.94308913365738,0.10159947029494315
2_1368_2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991615891456604,0.0,2,9.99466173524777,8.54747294770728,9.006266413820015,0.5000914186125005,17.0574081935739,0.335494856969038,16.302583764236264,15.976764679320901,1.90074862093693,1.813530490212972,1.7066518753124198,0.06933602206564375
2_1368_2397,0.0,0.0,0.5028614997863771,0.0,0.08384823054075241,0.18275511264801025,0.0,0.0,0.0,0.0,0.22832030057907104,0.0,1,9.754075669838,0.9517239985533248,4.113140091131199,2.695108373752787,16.646811533868302,4.508911625701198,7.1294166054155745,1.7425890756473,1.8764969654744497,1.7654886429031784,1.68286609495081,0.06074845912025805
1_1368_2408,0.0,0.0,0.0,0.0,0.0,0.4348159730434418,0.5626278519630432,0.0,0.0,0.0,0.0,0.0,3,9.86457688389028,8.64214784147743,9.242503657485722,0.35681420204617686,21.60070281432811,1.3429986084081007,18.609519070955184,17.4138338982205,2.26009391256652,2.0175723728650645,1.80391506139838,0.17750423357130915
1_1368_2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5101978182792664,0.4882897734642029,0.0,0.0,0,9.920389362219787,2.90784815687338,5.333071345237038,1.9228069017302787,20.460859335909397,4.403789713493067,11.228992346614746,6.637659113493791,2.2917005575156097,2.0945897079935825,1.59185808065847,0.16573723552680875
1_1368_2431,0.0,0.08143072575330734,0.0,0.0,0.0,0.0,0.2837827503681183,0.0,0.3143059611320496,0.0,0.0,0.3196735084056854,0,9.96470803659457,1.69959567538785,5.474623981326087,2.6085509278767973,17.9249319935133,4.6322641331346075,8.159487548321607,2.1448810230783,1.8764969654744497,1.4461849399003117,0.9951795331437592,0.29681309889164903
2_1374_2374,0.0,0.0,0.3588254153728485,0.0,0.0,0.2519112527370453,0.0,0.0,0.0,0.0,0.38811129331588745,0.0,1,9.84493368792814,0.24906400350615804,4.614429206524,3.058979670789038,25.923798174410702,7.952190587768097,11.232542838447348,0.603524965450583,2.63321206583631,2.3818197032829143,2.06118833519779,0.17141749642725435
2_1374_2385,0.0,0.0,0.6033548712730408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39492452144622797,0.0,1,9.969511151639098,1.70004454316871,5.187191409955486,2.9043952748238837,24.449334792635998,6.370011209247773,12.05525702803487,4.3159088977987405,2.63321206583631,2.398355361141946,2.06118833519779,0.18814196667393668
2_1374_2392,0.8648828268051147,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.12280192971229552,0.001231527072377503,1,9.982425084474881,9.90420867464433,9.937018472765862,0.024958386384822024,20.274489550616398,0.11771489439950515,20.037551722158653,19.932420685409802,2.03101845283549,2.0164460799569923,2.0070665728270702,0.008521369986441237
2_1374_2397,0.07820470631122589,0.0,0.9191719293594359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.96349458690542,3.28374399407682,4.943698889500449,1.3623607906773287,16.2497140120826,3.035615936404328,8.927637535462063,5.694019322692619,2.04052552993537,1.7873605950183473,1.50264333925062,0.18375161950989854
1_1374_2408,0.0,0.0,0.0,0.0,0.0,0.0,0.096376933157444,0.0,0.9017044305801392,0.0,0.0,0.0,0,9.83506447136068,5.5164772166126905,6.771521728319442,1.0892627187230197,22.515226294099,2.8725620260213307,16.67624527534135,13.6955153718129,2.63321206583631,2.462790727151376,2.07698654632837,0.15963601021797458
1_1374_2416,0.0,0.04424675926566124,0.0,0.0,0.0,0.0,0.0,0.0,0.5736519694328308,0.38083577156066895,0.0,0.0,0,9.850284484909901,3.19867929834052,5.812949619477629,2.059296464139128,25.4972292034618,5.713704817403531,14.193493434554256,7.87668376615769,2.63321206583631,2.4103244956147694,2.06118833519779,0.17585230627954335
1_1374_2431,0.0,0.0,0.0,0.21499456465244293,0.0,0.0,0.1772676259279251,0.0,0.2765752673149109,0.3301514089107513,0.0,0.0,0,8.18000941110127,1.21109881788127,4.394176512508859,2.183983584648812,16.5579011569137,4.695026666345836,7.167159775841464,1.58467925381513,2.04245907892785,1.5714844564043913,0.7206782680170221,0.47118496743825955
2_1381_2374,0.0,0.0,0.14793933928012848,0.0,0.3812172710895538,0.0,0.0,0.0,0.0,0.0,0.4695779085159302,0.0,1,9.6926419630211,0.14648111188827698,4.602866226628921,2.942387330654972,23.7704267238489,7.304226516420527,10.277844540905136,0.313888377589468,2.67155853569051,2.171642471523236,1.82179673050366,0.2711616231676701
2_1381_2385,0.0,0.0,0.4652282297611237,0.0,0.0,0.11120861768722534,0.0,0.0,0.0,0.0,0.4218688607215881,0.0,1,9.99225717672654,1.51028184988086,5.244045074985764,3.1510991292884154,21.2339234569047,5.654548403044225,10.802141616657533,3.6394828244803,2.67155853569051,2.2065758369994275,1.82179673050366,0.2952890975446839
2_1381_2397,0.10655441135168076,0.0,0.8898894190788269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.99018957859625,3.2209720922842204,5.23202952361311,1.9390331326537025,10.9546805241685,1.9073850966019446,6.616451155812052,4.46696549734614,1.39536328713624,1.295761786104251,1.09654380810136,0.08889512756477003
1_1381_2408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977140426635742,0.0,0.0,0.0,0,9.97383427607819,5.5097293837673,6.758364251675008,1.0452148264433618,21.297743599207895,2.5825118649248244,16.074492734872646,13.4261452318916,2.67155853569051,2.3805883101685263,2.13365745800089,0.1706263544736917
1_1381_2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7874305248260498,0.0,0.0,0.21098516881465912,0,9.70930399047047,3.5561071593360003,5.996732725606588,1.6597986031135192,23.006688145930802,4.666558153511703,13.401078758118414,8.2513066366406,2.67155853569051,2.2136355452616194,1.82179673050366,0.27303406102774624
1_1381_2431,0.0,0.03361450508236885,0.0,0.2305470257997513,0.0,0.0,0.0,0.0,0.4205262064933777,0.3142881393432617,0.0,0.0,0,9.78632837274738,0.0872350047221702,4.4611949538837985,2.6420161567668674,17.1613454755962,3.922183837422892,5.632599529619227,0.0855969965716747,1.89143789862617,1.1963578414732736,0.949467522991654,0.1796520644602551
2_1400_2374,0.0,0.0,0.41899895668029785,0.0,0.0,0.0,0.0,0.3130034208297729,0.0,0.0,0.2666567265987396,0.0,1,9.750354508081278,3.00323047233076,5.438602593210855,2.121363219628263,17.602020302914198,4.323816656780739,8.652295238020407,4.14012402540587,1.94283342935884,1.5408185617950494,1.07893808735413,0.23697892409665677
2_1400_2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957886338233948,0.0,2,9.558089146204821,6.090073861262798,6.835124958936541,0.9661790296868854,15.4853330587186,1.993811297118285,11.791933436637022,9.32626464257956,1.94283342935884,1.7257128167091809,1.3884367898398402,0.1766517265776558
2_1400_2392,0.0012315271887928247,0.0012315271887928247,0.0012315271887928247,0.0012315271887928247,0.0012315271887928247,0.0012315271887928247,0.0012315271887928247,0.0012315271887928247,0.0012315271887928247,0.0012315271887928247,0.9864532351493835,0.0012315271887928247,2,9.99775855269937,8.82933811438083,9.347093670616378,0.4150513431934401,11.3380363319227,0.21756648509374157,10.900880414491688,10.7112677863249,1.2841320815946398,1.168837812851506,1.08850793611803,0.06997639495733585
2_1400_2397,0.2247062027454376,0.0,0.40972670912742615,0.0,0.0,0.0,0.0,0.3603100478649139,0.0,0.0,0.0,0.0,1,9.65086329928419,2.79938138511579,5.283175076142041,2.3764046469369995,8.73960380913759,1.6810413336467815,5.400728294301298,3.73330437165125,1.43267012201911,1.0911284318877907,0.902630078110772,0.18496368988876966
1_1400_2416,0.0,0.0,0.0,0.0,0.0,0.0,0.10237877815961838,0.0,0.3674365878105164,0.3620064556598663,0.0,0.16684749722480774,0,9.57523376260566,2.74688209680346,4.912348254833151,1.9654594110332886,16.2212279047996,3.8958941655212715,8.142606404399386,3.92029886656159,1.94283342935884,1.6142727991344623,1.2998889292776798,0.18326746239051386
1_1400_2431,0.0,0.0,0.0,0.0,0.0,0.0,0.2040456086397171,0.0,0.4844475984573364,0.3099844455718994,0.0,0.0,0,9.65705756260551,3.87603315614231,5.832595920438446,1.7631362977841551,14.4643187596013,2.791378515947106,8.482736010273378,5.6733605428604905,1.5388163288653702,1.4456017477473004,1.3153633206910902,0.0604214462165703
2_1408_2374,0.01695338822901249,0.0,0.6782228350639343,0.0,0.0882786363363266,0.0,0.0,0.0,0.0,0.0,0.21514460444450376,0.0,1,9.74213605027666,1.94209967033667,4.528752068922907,2.4310006319484794,13.0581846690943,3.0610140607157406,6.436174833850875,2.86216924191244,1.80293576190066,1.472631501962935,1.25505482920623,0.17417240609816312
2_1408_2385,0.7180467844009399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27643442153930664,0.0,1,9.992152217178061,7.93290324322284,8.636589923735539,0.6747890285238939,13.18433143957,0.799605052438297,11.655729622710105,10.759117116858098,1.40922797319417,1.3512328664400024,1.23428672492103,0.04817318773043267
2_1408_2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9956209659576416,0.0,2,9.92283724206612,5.35698914842288,6.788486506598057,1.4106978630339206,17.397514771991002,2.6116073750318565,12.011528572748068,9.45010495011535,1.8286387909558,1.7674663333920433,1.56645644363493,0.07561961467061974
2_1408_2397,0.0,0.0,0.6701298356056213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3266568183898926,0.0,1,9.78433233973821,3.26501175272839,5.447479104503763,2.090873819395047,17.859640877348898,4.52414178163789,8.722974856685788,4.0309587969947405,1.82533056494959,1.5223573311403553,1.23459243098475,0.22304243496675555
1_1408_2416,0.0,0.0,0.0,0.0,0.0,0.0,0.09119389206171036,0.0,0.3766563534736633,0.5305169820785522,0.0,0.0,0,9.88125294415301,3.25187374240702,5.428776591577406,2.0367505910885697,13.3106261680461,2.545862385137224,7.47338411373931,4.8206592375243495,1.7171479997231298,1.397453540560445,1.25505482920623,0.11003349466567793
1_1408_2431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695856928825378,0.12872284650802612,0.0,0.0,0,9.72432999309434,4.415789149033579,5.751752052882391,1.3984401353788032,13.7140010851559,2.331094544072586,8.410082052369356,6.1072871164213005,1.61935330421965,1.4521145243556648,1.31708925221401,0.07476095652414777
1_1408_2439,0.004716981202363968,0.9481132626533508,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0,9.95807258627013,9.91480320972331,9.93643789799672,0.030596069573971173,18.158984082391104,0.0977764272545057,18.08984570763925,18.020707332887397,1.82354405685173,1.820549890764815,1.8175557246779,0.0042343902881128445
2_1414_2374,0.10714413225650787,0.0,0.0912356823682785,0.0,0.5168150663375854,0.0,0.0,0.035456802695989616,0.0,0.0,0.24834999442100525,0.0,1,9.83430451009968,1.7686912767530802,5.066648740665484,2.6600225137635096,16.6377284390339,4.243360686892001,7.799606749490536,2.76978289860978,1.93363214426653,1.5510725062897945,1.29107701105546,0.19049160270210064
2_1414_2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3033302128314972,0.0,0.0,0.6923444867134094,0.0,2,9.516169298051311,6.472798671002709,7.272358224911168,0.9035260074035392,14.3256534301285,1.1590553644668156,12.01716089230572,10.805016257573,1.69204406576014,1.6573745301152942,1.50540127875426,0.04930960644965083
2_1414_2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9935747385025024,0.0,2,9.70580976785034,5.457116154204152,6.868180589030845,1.4292916970705247,14.5052512129177,0.7452542537775333,12.75406838079623,12.040454474789698,2.33644292323752,1.9112176051132428,1.4944916044991,0.2916977011007094
2_1414_2397,0.0,0.0,0.896518349647522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10004756599664688,0.0,1,9.50297999347986,1.04269067926549,3.5778571621086743,2.5528310448484923,13.904298348877301,3.6855648256752245,6.181544619840847,2.03204072245305,2.00469897679363,1.8386316059761652,1.4631513860302,0.1705218441339221
1_1414_2408,0.002427184255793691,0.002427184255793691,0.002427184255793691,0.002427184255793691,0.002427184255793691,0.002427184255793691,0.9733009338378906,0.002427184255793691,0.002427184255793691,0.002427184255793691,0.002427184255793691,0.002427184255793691,3,9.89132107569637,9.29695791815132,9.574450180138685,0.2570680646247396,21.5104847417942,0.028249436703715564,21.476479835973677,21.444951608095,2.30666329748852,2.2442519631928275,2.17468269174346,0.057054807290885294
1_1414_2416,0.0,0.045139271765947335,0.0,0.0,0.0,0.0,0.4780749082565308,0.0,0.22594162821769714,0.0,0.0,0.24963425099849698,3,9.91772864100634,2.52002631717015,5.51701073875444,2.183820754896139,16.4643877907134,3.6493425131756356,8.63852552459821,4.6098521525414,1.93363214426653,1.5785241075502305,1.29107701105546,0.19150431974011387
1_1414_2431,0.0,0.0,0.0,0.0,0.0,0.0,0.03629955649375916,0.0,0.4108081758022308,0.551809549331665,0.0,0.0,0,9.895025698263721,2.54672187641396,5.021987739856647,1.8245284091943506,17.0522260869095,3.846059531907614,8.669859659303075,4.26694931591399,2.00469897679363,1.689990687628847,1.3697757972243705,0.20369186301735656
2_1422_2374,0.0,0.0,0.5225331783294678,0.0,0.0,0.19473889470100406,0.0,0.0,0.0,0.0,0.281366765499115,0.0,1,9.93170112796939,0.72612887722687,4.385864548152477,2.5521239458235225,15.7924412419207,4.163052552893138,7.096338300853543,1.5345213481636202,2.2392412143339,1.6986042843353095,1.21685439914116,0.29558180147171864
2_1422_2385,0.32171741127967834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6750692129135132,0.0,2,9.96583137272021,6.77262650286714,7.563170097988874,0.8154048947449998,15.8283601807673,1.8337356957703745,12.104924804007357,10.2373374333612,1.76803460700308,1.5987484912324061,1.37709797430484,0.15029181634413988
2_1422_2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9931761622428894,0.0,2,9.568096610862133,6.21182164981859,7.1703673827846455,1.098480519215434,14.242149731424599,0.5859982555323807,12.898966015839319,12.3042193376646,2.03159236177606,1.8254043402139302,1.4885039638141102,0.191500025280739
2_1422_2397,0.0,0.0,0.901673436164856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0948924794793129,0.0,1,9.655483426631427,1.13247183157534,3.7510986929217762,2.4976001182429153,13.695330047815599,3.621693364383557,6.068979929084339,1.97319771313338,1.95045669691076,1.6786476518197986,1.36154027703565,0.19874519789477732
1_1422_2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5277023315429688,0.4705771207809448,0.0,0.0,0,9.79238258003443,2.9098027506602,5.169967984077719,1.7247002719296516,14.729486892729499,2.6064954714697577,8.557930261259598,6.0081138114277985,2.2392412143339,1.7044963689372261,1.21685439914116,0.30794322526494705
1_1422_2431,0.0,0.0,0.0,0.0,0.0,0.0,0.06045336276292801,0.0,0.6693624258041382,0.26910147070884705,0.0,0.0,0,9.8469999466392,3.87668050263834,5.976469640284625,1.6815010547257243,16.845132030802098,3.5295031927964735,8.982267762463946,5.03656809064244,1.95045669691076,1.4668332097500223,1.23712688386259,0.20020562918911944
2_1440_2374,0.1158430278301239,0.0,0.42099103331565857,0.0,0.3529042601585388,0.0,0.0,0.0,0.0,0.0,0.10897386819124223,0.0,1,9.896553678402821,1.84914180426433,4.348176439194228,2.5561550682170684,15.714678207913199,4.27106406187829,6.965115934874037,1.93501430033351,1.95925318031532,1.556090242092749,0.9923927820546892,0.2651140625356711
2_1440_2385,0.0,0.0,0.14319412410259247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8537865281105042,0.0,2,9.922968386155253,4.86863656455927,7.07565244939367,1.6799441727669608,16.1378760109795,2.3133795510064057,11.63642130185831,8.98110098590003,1.8451810274473104,1.66213106272196,1.5819653336548898,0.09382858846677243
2_1440_2392,0.001633986714296043,0.001633986714296043,0.001633986714296043,0.001633986714296043,0.001633986714296043,0.001633986714296043,0.001633986714296043,0.001633986714296043,0.001633986714296043,0.001633986714296043,0.9820261001586914,0.001633986714296043,2,9.907558825269,9.060577324369973,9.343495636325299,0.33754471755007087,13.3783039504586,0.31304663626323354,12.886805803944933,12.5627229630359,1.4761185134902,1.38152844708466,1.26799377975884,0.07895963796734107
2_1440_2397,0.0,0.0,0.9956209659576416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.55828788189143,1.1457459555418998,3.49026185934549,2.460564328696101,11.530817253743804,2.896577646489745,5.414415309270742,2.2298333164329,1.9461847590622896,1.7032548346916423,1.20636848316626,0.22587476156540218
1_1440_2416,0.0,0.17568591237068176,0.0,0.0,0.0,0.0,0.2431218922138214,0.0,0.3408750295639038,0.23910725116729736,0.0,0.0,0,9.94063798968587,3.47139287338471,6.363878905101732,2.0909079015804943,18.282403485742304,3.9929171182304843,9.947549355649274,5.64756053525226,1.83915795995304,1.5539284826602175,0.9923927820546892,0.2469357096679352
1_1440_2431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6257849931716919,0.3729183077812195,0.0,0.0,0,9.735542961245141,3.3113911331063903,5.478385106609877,1.5739795621795318,16.0755997047038,3.4559305490520793,8.40448265239576,4.62422099377152,1.9461847590622896,1.492193600524889,1.2007548521804,0.21291383423850282
2_1447_2374,0.0,0.0,0.0,0.0,0.5909445881843567,0.0,0.0,0.3063955903053284,0.0,0.0,0.10113754868507384,0.0,1,9.86135478479593,1.63091979184896,4.315170271355178,2.3662989999806157,17.0098235464734,4.585763307518005,7.829504181564552,2.7799099959814,2.05557974338581,1.791935598501708,1.04802370233938,0.28721600966702193
2_1447_2385,0.0,0.0,0.3984028995037079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5992779731750488,0.0,2,9.908899018050919,3.5968821661620294,6.321964102459831,1.7898183302731905,19.626284551466306,4.145061383921344,11.880676744664783,6.675371379958018,2.05557974338581,1.847711483575752,1.69288801366257,0.13942100897511225
2_1447_2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9935747385025024,0.0,2,9.79779938490893,9.20593746734885,9.365400271344683,0.15480690054642762,18.08667590264,1.1375460068581378,15.638110998627573,14.6126516194721,1.8459936963496104,1.6689884077060053,1.55650407092825,0.10398545823946818
2_1447_2397,0.0,0.0,0.7743969559669495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2226722091436386,0.0,1,9.573033095845519,1.08955730846303,4.482358705956109,2.509018423799933,17.3160766948935,5.080364055568252,7.349235434539118,1.325754012341,1.85915477106082,1.508032729414729,1.10510818810108,0.272853525992134
1_1447_2408,0.0,0.0,0.0,0.0,0.0,0.0,0.9942468404769896,0.0,0.0,0.0,0.0,0.0,3,9.88216113420278,8.48665787918674,9.009898143679143,0.4694369301967895,18.596243434965306,0.4413531209363814,17.70993823052299,17.2579436849913,2.06935982365899,1.969747916931236,1.74730044071734,0.09477206846862886
1_1447_2416,0.0,0.07150644809007645,0.0,0.0,0.0,0.0,0.0,0.0,0.3029534220695496,0.6238771677017212,0.0,0.0,0,9.88022591919315,2.86422719281223,5.096357447839351,2.136945025447179,16.8066152824492,3.596266654423525,9.508732994644284,5.577158046900211,2.05557974338581,1.8888446022372642,1.53875466781001,0.1299425976684951
1_1447_2431,0.0,0.20046986639499664,0.0,0.03198107704520225,0.0,0.0,0.0,0.0,0.3680591583251953,0.3986399471759796,0.0,0.0,0,9.849414701416462,1.9616674499524,6.000479913559846,2.712804209260155,17.8160065531952,4.766128310732845,8.148825375219733,2.11983809199662,1.85915477106082,1.2919081419623808,0.8977428730734709,0.262846316594138
2_1453_2374,0.0,0.0,0.6887421607971191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3098110556602478,0.0,1,9.998543246109447,1.1322817189103,4.920907433663695,3.054408510593208,21.9911978436796,6.224679890040201,9.21430301193626,2.15021301005326,2.2056839357986604,1.8377168539764959,1.42538438600526,0.16911204620923467
2_1453_2385,0.0,0.0,0.4650987982749939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5323449969291687,0.0,2,9.790562889510669,3.1649129557025497,6.007962800640325,2.0519783570895864,17.6943333974383,3.4673581048278037,11.225519249088812,6.87052400452112,2.2056839357986604,1.9056918410128048,1.66816244986362,0.16999259656697255
2_1453_2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9927248954772948,0.0,2,9.9667093554055,9.15347022446154,9.42654760332004,0.2779468405470658,16.645097655023598,0.768527534106205,14.96245540248707,14.2820030896937,1.67006953463492,1.5863509729596528,1.5602829024916398,0.034404182224103165
2_1453_2397,0.0,0.0,0.4886224269866944,0.0,0.09136241674423218,0.15626530349254608,0.0,0.0,0.0,0.0,0.2613344490528107,0.0,1,9.79652465261217,0.606888367535474,4.292039188391796,2.618159416243093,16.6577862973989,5.004476270706821,6.913300696195021,0.6919741562308199,1.8247882833432,1.4697558975716116,1.13461516503467,0.2554353129013882
1_1453_2408,0.0,0.5006122589111328,0.0,0.0,0.0,0.0,0.0,0.0,0.492773950099945,0.0,0.0,0.0,0,9.92047130871239,8.729169789889491,9.16175774122408,0.40189677468900237,20.4766419266756,0.8116870990314041,19.117581496756394,18.0013916474478,2.2056839357986604,2.0899201294653214,1.83046216764087,0.11658947493013522
1_1453_2416,0.0,0.10154297202825546,0.0,0.0,0.0,0.0,0.0,0.0,0.4778036773204804,0.4193321764469147,0.0,0.0,0,9.94745081092224,3.10004823460598,5.999642028665772,2.3315614192485823,21.0436651108399,4.813829446543567,11.371619598401262,6.124778667869442,2.2056839357986604,1.8827413672209892,1.66816244986362,0.1407118275564063
1_1453_2431,0.0,0.16206924617290494,0.0,0.0,0.0,0.0,0.4181946218013763,0.0,0.1099061667919159,0.0,0.0,0.30886748433113104,3,9.976757469109,2.0099521590194698,5.717876452349247,2.6939710899721403,17.3366432173315,4.43577967829985,7.848747873792422,2.64648769894021,1.8247882833432,1.351799323302728,0.9342782990306768,0.23371899118246928
2_1460_2374,0.0,0.0,0.0,0.0,0.5284176468849182,0.0,0.0,0.1373208463191986,0.0,0.0,0.3329960405826569,0.0,1,9.984553903061359,0.9879058507367108,4.9941527109144355,3.15052953013537,19.4596553955212,5.507500920898455,8.630097815222188,1.90629287731286,2.18660747892857,1.7892271703307854,0.93891294261465,0.29341065445678277
2_1460_2385,0.4245644509792328,0.0,0.3785778284072876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194947749376297,0.0,1,9.823557983241802,4.20548246115393,6.904873537025374,1.858045565412883,20.993154349702397,4.1204617993680195,12.986767381066661,8.0344972858994,2.18660747892857,1.8709230886125072,1.62798963523059,0.18100445785135516
2_1460_2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9909241199493408,0.0,2,9.71693828229466,8.72686430457952,9.089036284695679,0.3481209937486973,15.9289919420595,0.9335928156754565,14.155608465972067,13.218290895522099,1.6648336236497,1.5589439651618917,1.3603349647293002,0.1074796119928433
2_1460_2397,0.0,0.0,0.4571343958377838,0.0,0.0,0.2136036455631256,0.0,0.0,0.0,0.0,0.32645997405052185,0.0,1,9.60345493098245,0.7265031951821551,4.5005506067828085,2.950835488384184,15.9030399995594,4.610575375822939,6.64438027478923,1.14941180744224,1.65597070157047,1.476119103300236,1.32011966806902,0.10221768906847337
1_1460_2416,0.0,0.056317560374736786,0.0,0.0,0.0,0.0,0.4001753926277161,0.0,0.30876341462135315,0.0,0.0,0.23351508378982544,0,9.998532554488461,2.99370174837757,5.6205493830491395,2.3754647187889697,18.968520075342607,4.134166617807346,10.38758881672398,5.9564143204017315,2.18660747892857,1.885090776991968,1.62648422003284,0.16924287798629706
1_1460_2431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5481038689613342,0.4505469799041748,0.0,0.0,0,9.793079644653053,2.73053984735273,5.461820583813532,2.0379533839711828,14.161629867835,2.984890239459205,7.538351256435803,4.009884463400041,1.6182645805545903,1.3852509451599757,1.18683015354961,0.13789609000284028
2_1475_2374,0.0,0.0,0.767318069934845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23099040985107425,0.0,1,9.750826306522159,3.0175894457567205,4.968883289124163,2.072430292199333,14.5633188875693,3.1273078854201506,7.66779781920369,4.43777739838592,1.7081026210704198,1.5474045065740456,1.4481982990694198,0.07408564480420347
