Conflict,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,cluster,pet_max,pet_min,pet_mean,pet_std,dist_max,dist_std,dist_mean,dist_min,vel_max,vel_mean,vel_min,vel_std
1_5878_5639,0.0,0.0,0.0,0.0,0.0,0.0,0.996867835521698,0.0,0.0,0.0,0.0,0.0,3,9.97436085091625,6.5973262578374,7.8891705525828115,1.137328304374446,14.5459065386301,3.046340758280648,8.13012585952244,4.97804883078806,1.45832968708906,1.0059471462609293,0.678381359467136,0.24949161777429144
1_5901_5619,0.0,0.04849211126565933,0.0,0.0,0.0,0.03931924700737,0.5129685401916504,0.0,0.14270032942295074,0.2551504373550415,0.0,0.0,3,9.892831974839279,3.29201021152359,5.563098150351949,1.982876582724379,20.360144351587998,4.12397226168085,11.426717628299194,6.42517423129345,2.24327849713415,2.053591694065697,1.5784867104461002,0.1453060663459964
1_5901_5639,0.0,0.027066521346569058,0.0,0.0,0.0,0.0,0.26074647903442383,0.0,0.37296026945114136,0.33763059973716736,0.0,0.0,0,9.919969242438071,3.06603168457588,5.867383672282195,2.0798580999105423,21.583402364561806,4.736685867929838,11.477859459254184,6.28083295372691,2.24327849713415,1.9529896221812073,1.0680362550149498,0.29288009754068806
1_5920_5619,0.0,0.0,0.0,0.0,0.0,0.0,0.673760712146759,0.0,0.3235452771186829,0.0,0.0,0.0,3,9.609302646751713,5.0521006939649,6.270127863910401,1.4120062295135094,20.492599157553602,4.675393460010891,11.614761835080753,6.4723777120976616,2.53049870078125,1.859869980702436,0.755276580499153,0.5915855317633005
1_5920_5639,0.0,0.05210144817829132,0.0,0.0,0.0,0.0,0.3882125020027161,0.0,0.5567940473556519,0.0,0.0,0.0,0,9.98165444516433,7.27746802449823,8.28081725854655,0.7946290120178071,23.468844340580894,4.507647991270872,15.387039529351373,8.737275519940761,2.53049870078125,1.8821623361156095,0.8753333996824129,0.5691219579735423
1_5952_5325,0.0,0.0,0.0,0.0,0.0,0.0,0.9945327639579772,0.0,0.0,0.0,0.0,0.0,3,9.947405189077527,6.13056744019635,6.928466530295742,1.1540595370989013,22.558951648702504,0.7599183167847807,20.851202671363307,20.175165824414602,3.30439938037674,3.0616057014977907,2.26782273566907,0.33043777082779
2_6048_7267,0.0,0.0,0.4684293866157532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5292515158653259,0.0,2,9.82518259165923,2.1029500133222,5.952994098919436,2.5001894155154654,24.8512097171836,6.195888830907176,12.58122193699563,3.9944881397103695,2.54616712169223,2.054069840123606,1.85264982587954,0.2081180318428252
2_6048_7313,0.0014044941635802386,0.0014044941635802386,0.0014044941635802386,0.0014044941635802386,0.0014044941635802386,0.0014044941635802386,0.0014044941635802386,0.0014044941635802386,0.0014044941635802386,0.0014044941635802386,0.9845505356788636,0.0014044941635802386,2,9.85555738929106,7.613930296538402,8.66114572500713,0.9395016377390429,11.5889763813107,0.13120334605843612,11.35057062090443,11.239376367685301,1.47946437831552,1.3223689511819858,1.17588239036618,0.12803632281478522
1_6048_7290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023506032302975655,0.7739992141723633,0.0,0.2017328143119812,0,6.09778190194439,3.62151585743545,4.3889610379408746,0.654929831890191,11.4240910455079,1.422146875473246,7.376242932893367,5.705939191382459,2.162069067062,1.6831501804208886,1.4096989482954898,0.2210715814426377
2_6061_7267,0.0,0.0,0.0962444469332695,0.0,0.4560240209102631,0.0,0.0,0.2025853991508484,0.0,0.0,0.2430474907159805,0.0,1,9.57802315662226,1.44488510069648,4.763336289233795,2.4357374299665735,21.177981093834894,5.4793196039977525,11.47245483837763,3.70434904455564,2.60733579429502,2.456058564183895,2.11139800925384,0.14800152498445002
1_6061_7290,0.0,0.0,0.0,0.0,0.0,0.0,0.24295090138912198,0.0,0.056485209614038474,0.6997237205505371,0.0,0.0,0,9.77812039654024,3.34509435537338,4.169608060381842,1.1108972346816601,11.5426134838521,1.2528269820202336,8.333520273494663,6.63421918222741,2.60733579429502,2.0678857376866433,1.0116423557109,0.4024328405497036
2_6079_7313,0.049736421555280685,0.0,0.2549804449081421,0.0,0.1389428973197937,0.09024813026189804,0.0,0.2166745662689209,0.0,0.0,0.24799297749996185,0.0,1,9.88662704061547,1.07070812748494,5.143635367168751,2.8487988784595397,13.9417246802756,3.5978009972149216,6.587776507902758,1.50754764210098,1.4408097836580198,1.3071545934439197,1.11910132725901,0.09088485510182198
